Summary,Issue key,Issue Type,Status,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Description,Environment,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (DateTimePicker_TP1),Custom field (Development),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (LargeText_TP1),Custom field (LookupList(Single)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (Number_TP1),Custom field (Rank),Custom field (Story Points),Custom field (String(Text)_TP1),Custom field ([CHART] Date of First Response),Comment,Labels,Labels,Labels
Bug 5304,TP1-5304,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,264,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l304,Refactor,WMSImpediment
Bug 5305,TP1-5305,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,265,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l305,Gulf_Implementation,Interim
Bug 5306,TP1-5306,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,266,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l306,DB,External_Affairs
Bug 5307,TP1-5307,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,267,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l307,FinalNotice,Corporate_Security
Bug 5308,TP1-5308,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,268,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l308,TCS,NEWAccruent
Bug 5309,TP1-5309,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,269,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l309,Landlord,AC525
Bug 5310,TP1-5310,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,270,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l310,mobility_support_board,Cyient
Bug 5311,TP1-5311,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,271,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l311,BPS,SAPImpediment
Bug 5312,TP1-5312,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,272,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l312,ARCOS,GulfIntegration
Bug 5313,TP1-5313,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,273,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l313,EDSPortfolio,AssistanceProgramPortal
Bug 5314,TP1-5314,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,274,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l314,VBM,Greg_Allen
Bug 5315,TP1-5315,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,275,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l315,RE-open,ASL
Bug 5316,TP1-5316,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,276,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l316,NodeJS,SummaryBilling
Bug 5317,TP1-5317,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,277,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l317,PostgreSQL,"SurgePlus,EnergySmart,Surge"
Bug 5318,TP1-5318,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,278,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l318,UX,CF_HIerarchy
Bug 5319,TP1-5319,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,279,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l319,login,Groomed
Bug 5320,TP1-5320,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,280,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l320,Adobe,Refining-SSUP
Bug 5321,TP1-5321,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,281,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l321,STATEMENT,PDFRetrieval
Bug 5322,TP1-5322,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,282,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l322,mobility_offshore,Synergi_6_Upgrade
Bug 5323,TP1-5323,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,283,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l323,re,feature/LEAF-2658
Bug 5324,TP1-5324,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,284,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l324,mobile,LEAF-2735
Bug 5325,TP1-5325,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,285,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l325,Angular,feature/Snp_Sprint_22.1_US_SNRG_279_ESF_SynergiModelBuild_Zip_FileHandler
Bug 5326,TP1-5326,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,286,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l326,Design,UAT_Ready
Bug 5327,TP1-5327,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,287,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l327,work_order_auto,Tech-Debt
Bug 5328,TP1-5328,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,288,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l328,complex,Cab-Approved
Bug 5329,TP1-5329,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,289,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l329,Sanitize,REDI
Bug 5330,TP1-5330,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,290,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l330,Paperless_Surgeshield,CAB-May-2019-Approved
Bug 5331,TP1-5331,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,291,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l331,Back_Office,Vegetation
Bug 5332,TP1-5332,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,292,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l332,Billing_Manager,CAB-Jan-2018-Approved
Bug 5333,TP1-5333,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,293,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l333,FPLES-Support,SharePoint
Bug 5334,TP1-5334,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,294,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l334,Reports,CAB-No
Bug 5335,TP1-5335,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,295,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l335,Need_Clarification,NonAccelerate
Bug 5336,TP1-5336,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,296,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l336,Exception_Queue,datadictionary
Bug 5337,TP1-5337,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,297,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l337,ELP-Electric_Line_Plan,NewRequest
Bug 5338,TP1-5338,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,298,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l338,isolutions,GEGSTOU
Bug 5339,TP1-5339,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,299,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l339,Report,DWM-NonSAP
Bug 5340,TP1-5340,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,300,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l340,PM,7_LEAF_2658_INSERT_INTO_TS_SETTINGS_REQUEST_TYPE.sql
Bug 5341,TP1-5341,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,301,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l341,Elements,Encase
Bug 5342,TP1-5342,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,302,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l342,EDS,GCL
Bug 5343,TP1-5343,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,303,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l343,CWE,BATTERY
Bug 5344,TP1-5344,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,304,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l344,enhancement,MR
Bug 5345,TP1-5345,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,305,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l345,Integration,Unplanned_Work
Bug 5346,TP1-5346,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,306,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l346,Interactions,davelopment
Bug 5347,TP1-5347,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,307,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l347,FinalBill,ID3
Bug 5348,TP1-5348,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,308,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l348,Production,RCP2
Bug 5349,TP1-5349,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,309,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l349,Improvements,MeterSwitch
Bug 5350,TP1-5350,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,310,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l350,EMB,JOrtiz
Bug 5351,TP1-5351,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,311,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l351,VOC,DSNG2.0
Bug 5352,TP1-5352,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,312,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l352,message,TENS
Bug 5353,TP1-5353,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,313,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l353,Jenkins,Internal_Audit
Bug 5354,TP1-5354,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,314,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l354,BDD,PAWS
Bug 5355,TP1-5355,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,315,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l355,edp,Mock12
Bug 5356,TP1-5356,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,316,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l356,p-1,Bill_Messages
Bug 5357,TP1-5357,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,317,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l357,readyforre,"GulfTimesheets,"
Bug 5358,TP1-5358,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,318,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l358,cloud,"PI_Planning_23_2020,"
Bug 5359,TP1-5359,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,319,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l359,PI-20,CA-Offshore
Bug 5360,TP1-5360,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,320,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l360,Bug,NextGrid-Offshore
Bug 5361,TP1-5361,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,321,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l361,SynergiUtilities/LogFileReader/,emtdbl29
Bug 5362,TP1-5362,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,322,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l362,MissingDevice,Mainframe
Bug 5363,TP1-5363,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,323,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l363,Functional,Mock12.x
Bug 5364,TP1-5364,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,324,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l364,rm-rr,Mock
Bug 5365,TP1-5365,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,325,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l365,technicans,Cleansing
Bug 5366,TP1-5366,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,326,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l366,Q4_2018,B
Bug 5367,TP1-5367,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,327,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l367,Completed,Deliver
Bug 5368,TP1-5368,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,328,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l368,Q1_2019,CM
Bug 5369,TP1-5369,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,329,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l369,Technical,INSFORM
Bug 5370,TP1-5370,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,330,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l370,OUTAGE,INSPFORM
Bug 5371,TP1-5371,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,331,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l371,billstatement,SharkTank
Bug 5372,TP1-5372,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,332,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l372,PullBill,PI_Planning-23_2020
Bug 5373,TP1-5373,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,333,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l373,0,Risk
Bug 5374,TP1-5374,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,334,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l374,Transfer,AC268
Bug 5375,TP1-5375,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,335,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l375,PostMVP,CAB-Yes
Bug 5376,TP1-5376,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,336,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l376,mirko_assist,mock11
Bug 5377,TP1-5377,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,337,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l377,-,Budget
Bug 5378,TP1-5378,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,338,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l378,ticket_dim,Knowledge
Bug 5379,TP1-5379,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,339,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l379,mxo69_000,Priority3
Bug 5380,TP1-5380,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,340,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l380,mxo69,MESProgram
Bug 5381,TP1-5381,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,341,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l381,Emergency,"METBENCH,"
Bug 5382,TP1-5382,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,342,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l382,NEER,PNDGM10
Bug 5383,TP1-5383,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,343,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l383,Ad-Hoc,ReportAttach
Bug 5384,TP1-5384,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,344,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l384,collectionjourney,Post_Phase_1
Bug 5385,TP1-5385,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,345,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l385,SF6,BPS-BillCompare
Bug 5386,TP1-5386,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,346,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l386,mxo03,Assist
Bug 5387,TP1-5387,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,347,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l387,iPad,PilotGroup4
Bug 5388,TP1-5388,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,348,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l388,CO_REPORTING,RateUpgradeOrDowngrade
Bug 5389,TP1-5389,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,349,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l389,POMS,ComplaintManagement
Bug 5390,TP1-5390,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,350,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l390,Unifier,ProgramAutoEnroll-Others
Bug 5391,TP1-5391,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,351,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l391,WorkerWallet,Reporting
